Class_id,Image_id,class_description
/m/027x8l3,00902df449c3460e,Breakfast sandwich
/m/01tqs1,00960bace78e138b,Biscuit
/m/01tqs1,0098401165d0ea60,Biscuit
/m/01yyk,009bd3478cd8e490,Cereal
/m/02xwb,009debd8c41169b4,Fruit
/m/01xg0j,009e483fe67bcf00,Breakfast sausage
/m/0kdzn,009e483fe67bcf00,Sausage
/m/02xwb,009e5029d99cb90b,Fruit
/m/02xwb,009fa097d3ad5fff,Fruit
/m/02xwb,00a5068ee1ea585a,Fruit
/m/01dwsz,00a6a3f60c5bfb36,Waffle
/m/01tcjp,00a6d593d10075d8,Muffin
/m/02xwb,00a6d593d10075d8,Fruit
/m/01yyk,00a9f449862bfe48,Cereal
/m/02xwb,00aad33b953deef6,Fruit
/m/017z0v,00ac99461029a26f,Toast
/m/01f79n,00ad90be80648f7f,Quiche
/m/02xwb,00b00a2d950376eb,Fruit
/m/02xwb,00b03131784f9607,Fruit
/m/017z0v,00b22ba62d9ad8de,Toast
/m/02xwb,00b30f9e89aae476,Fruit
/m/01yyk,00b4d22b6178d6db,Cereal
/m/027x8l3,00b620fe0b6c3805,Breakfast sandwich
/m/02xwb,00b68eb8f7cef5cd,Fruit
/m/015wgc,00b6c796919ea125,Croissant
/m/02xwb,00b6c796919ea125,Fruit
/m/02xwb,00b7cee6cbe6af50,Fruit
/m/02xwb,00bb5720a7ba062e,Fruit
/m/027x8l3,00c0524545b58e0f,Breakfast sandwich
/m/02xwb,00c26c467fb82ebd,Fruit
/m/01tcjp,00c7515143b32051,Muffin
/m/02xwb,00c774bd893b8dda,Fruit
/m/01pmj8,00cabac504780ed0,Scone
/m/02xwb,00cb3edf5fe510b3,Fruit
/m/02xwb,00cfc79900e827d8,Fruit
/m/02xwb,00d1a44121b1b883,Fruit
/m/0cl1s,00d2918dfce1ece2,Bread pudding
/m/01yyk,00d45dea41d0cd42,Cereal
/m/01yyk,00d4fe8835a4da6d,Cereal
/m/0l6sg,00d4fe8835a4da6d,Breakfast cereal
/m/01xg0j,00d6872384ccdc16,Breakfast sausage
/m/0kdzn,00d6872384ccdc16,Sausage
/m/02xwb,00d6c8cdc1c3be0e,Fruit
/m/0jy4k,00d7400989d15a1e,Doughnut
/m/01xg0j,00d7450a90d218f3,Breakfast sausage
/m/02xwb,00d97af2a89e28e7,Fruit
/m/03q2b,00d98c76ba91fc55,Ham
/m/0mjqn,00d9b0acbb774614,Pie
/m/01xg0j,00da2be7a2fea143,Breakfast sausage
/m/0kdzn,00da2be7a2fea143,Sausage
/m/02xwb,00db964804cae220,Fruit
/m/09gnq8,00db964804cae220,Home fries
/m/07tyc5,00dc0baf74f95e45,Frittata
/m/01xg0j,00dd63a6da037b22,Breakfast sausage
/m/0kdzn,00dd63a6da037b22,Sausage
/m/01yyk,00ddd43b18fcbab5,Cereal
/m/02xwb,00ddedffd4b2e308,Fruit
/m/02xwb,00de1addff5a2e6a,Fruit
/m/02xwb,00de48d0ab9a014a,Fruit
/m/02xwb,00debbca954b7ee6,Fruit
/m/01tqs1,00dff31ff8178892,Biscuit
/m/02w4tl,00dff31ff8178892,English muffin
/m/04shrv,00e0fd8ab2dee5f6,Hash browns
/m/01tcjp,00e105b4783d743f,Muffin
/m/01yyk,00e40fa2db069adc,Cereal
/m/017z0v,00e8684995608111,Toast
/m/0b0y41,00e8684995608111,Poached egg
/m/02xwb,00e9ae870b69493e,Fruit
/m/02xwb,00ec4197945c9338,Fruit
/m/02xwb,00ed0f854974b719,Fruit
/m/01bf_1,00eebfc61958986d,Oatmeal
/m/02xwb,00ef00df5df363cb,Fruit
/m/01xg0j,00ef0eae7882864e,Breakfast sausage
/m/0kdzn,00ef0eae7882864e,Sausage
/m/02xwb,00f32dfb0c75891f,Fruit
/m/02xwb,00f3b0aff300a5f8,Fruit
/m/02xwb,00f8ec227b74ac0b,Fruit
/m/01dwwc,00f99e6b49f20b11,Pancake
/m/027x8l3,00fa2f28c8f2660c,Breakfast sandwich
/m/027x8l3,00fc59b3dde1d65b,Breakfast sandwich
/m/016bn0,010142a78ff65eb9,Omelette
/m/017z0v,0103974e45183772,Toast
/m/0l6sg,0107025286e95b92,Breakfast cereal
/m/01yyk,01070d1435d7097c,Cereal
/m/016bn0,0107a22bdc0fccf1,Omelette
/m/02xwb,010801f4aca42aae,Fruit
/m/027x8l3,0109ed378642c799,Breakfast sandwich
/m/016bn0,010d7535e9fe0b71,Omelette
/m/02xwb,010dde47bb45f673,Fruit
/m/01yyk,0111e40dcedc86e7,Cereal
/m/04shrv,011257a4eb5d1b2b,Hash browns
/m/02xwb,0112b892f865facf,Fruit
/m/02xwb,01136d0450db721e,Fruit
/m/02xwb,01147850f4e3c382,Fruit
/m/0824hp,011540598015a8d5,Sausage gravy
/m/09cc0q,011540598015a8d5,Biscuits and gravy
/m/01xg0j,0116a6abe3410566,Breakfast sausage
/m/01xg0j,011710b4c99c0eee,Breakfast sausage
/m/02xwb,0117e9fc6978eddb,Fruit
/m/02xwb,011a4f5b3353021f,Fruit
/m/02xwb,011b239dc674d7b1,Fruit
/m/02xwb,011b7ad03c293c46,Fruit
/m/03q2b,011dee81358f59d9,Ham
/m/01tqs1,011df24613728fb9,Biscuit
/m/014l8n,011df313addfe27a,Yogurt
/m/03q2b,011e25d7b9948362,Ham
/m/0jy4k,011f3d4ce70f1ba4,Doughnut
/m/01f79n,011fb1229f540201,Quiche
/m/07tyc5,011fb1229f540201,Frittata
/m/0jy4k,011fe4d8b7dc30e7,Doughnut
/m/02xwb,01227620f4f19472,Fruit
/m/01yyk,0123e3b874f15037,Cereal
/m/02xwb,0124789000302f0e,Fruit
/m/02xwb,01274c087479832d,Fruit
/m/02xwb,012817a22796b0de,Fruit
/m/02xwb,013452d3b3cf2dea,Fruit
/m/02xwb,0135c0e49920d1af,Fruit
/m/02xwb,01371c140394d2be,Fruit
/m/027x8l3,0137c5148dce8729,Breakfast sandwich
/m/01tcjp,013caba33eee72d5,Muffin
/m/02xwb,013d7c7837ee0aa5,Fruit
/m/07tyc5,013d98fe8b39ee35,Frittata
/m/0mjqn,013fe827b67cfd60,Pie
/m/0mjqn,01400bb0f1d11444,Pie
/m/02xwb,014207f2815ca5e7,Fruit
/m/02xwb,0144c2afbd49260d,Fruit
/m/02xwb,0145639966f03d12,Fruit
/m/0cl1s,0145c89c085ae766,Bread pudding
/m/0mjqn,0145c89c085ae766,Pie
/m/02xwb,0146a0c56135343a,Fruit
/m/02xwb,01477ea37494a8ac,Fruit
/m/01tqs1,0147d00f32b8a0cc,Biscuit
/m/02xwb,014aee444a47f44a,Fruit
/m/0jy4k,014b189e3b1221d8,Doughnut
/m/01dwwc,014b798b647e0ecc,Pancake
/m/01x5j8,014b798b647e0ecc,Crêpe
/m/02xwb,014cae41820bfaa4,Fruit
/m/0kdzn,0152718d5b55eb54,Sausage
/m/02xwb,0154cc7df5860060,Fruit
/m/02xwb,015538ccda2dc616,Fruit
/m/02xwb,0155c190bf8cec4b,Fruit
/m/02xwb,0157ddab1d7f6fb6,Fruit
/m/01dwwc,0157eae7b8cb1c57,Pancake
/m/09gnq8,015a6a543a85603b,Home fries
/m/01dwwc,015b2fbc36b63087,Pancake
/m/027x8l3,015c358ca3a77804,Breakfast sandwich
/m/02xwb,015ee29967b94660,Fruit
/m/06y1hm,015f77138c69dd9f,Turnover
/m/02xwb,015fabb5d4bef95a,Fruit
/m/0mjqn,0162a3645278a2db,Pie
/m/0jy4k,0164db33f07e9a25,Doughnut
/m/0b0y41,0167db9009368ddf,Poached egg
/m/02xwb,0167e610a20fd619,Fruit
/m/04rx8j,0167e610a20fd619,Fruit salad
/m/02xwb,016a4276cdfe5681,Fruit
/m/02xwb,016c0fb0708597a7,Fruit
/m/09gnq8,016c392b079bf256,Home fries
/m/01tcjp,016e1c743cbf498a,Muffin
/m/01dwwc,017107b63d063d64,Pancake
/m/02xwb,017145ea3baabb98,Fruit
/m/01tqs1,0174446fdb02e34e,Biscuit
/m/04rx8j,017733edc08cdb9e,Fruit salad
/m/02xwb,0179d1b9501cfb2d,Fruit
/m/02xwb,017a6b45e10b8877,Fruit
/m/02g3bz,017b14f1fe717df8,Quesadilla
/m/01tqs1,017b1db70d21f805,Biscuit
/m/02xwb,017b1db70d21f805,Fruit
/m/027x8l3,017b89d966e4bfd5,Breakfast sandwich
/m/02xwb,017cd5c4adec61a0,Fruit
/m/014l8n,017dc918228d36ac,Yogurt
/m/01yyk,017e3ac70acf2de5,Cereal
/m/02xwb,017f8ab7949f8308,Fruit
/m/01tqs1,0181429ed32f58f6,Biscuit
/m/01tcjp,018180952a088316,Muffin
/m/02xwb,018243650cceb50f,Fruit
/m/02xwb,018257a792aa90e6,Fruit
/m/02xwb,0183c8d78acd17a8,Fruit
/m/01yyk,018574b066128c71,Cereal
/m/02xwb,01857ff885c53d01,Fruit
/m/02xwb,0186398c50c2f414,Fruit
/m/02xwb,0187a8a682478cf9,Fruit
/m/02xwb,0188dc3c9917cc97,Fruit
/m/0h0xm,018d652f1e9c3bf2,Bacon
/m/01xg0j,018e97ff7016852b,Breakfast sausage
/m/0kdzn,018e97ff7016852b,Sausage
/m/02xwb,0190d205a5b14b41,Fruit
/m/02xwb,01918ed451cb9a4f,Fruit
/m/02xwb,019236669bdf9f65,Fruit
/m/01tcjp,019295f166eaaa5e,Muffin
/m/01yyk,01934c0fd9f522a6,Cereal
/m/0l6sg,01934c0fd9f522a6,Breakfast cereal
/m/01tcjp,01942417db4ee37d,Muffin
/m/0cl1s,0194c9836f31b269,Bread pudding
/m/02xwb,01957ff051e846a7,Fruit
/m/02xwb,0195ce339c1d3f4e,Fruit
/m/02xwb,01963b5f5d171c86,Fruit
/m/02xwb,019b5637a0710336,Fruit
/m/01f79n,019ce74c79ce2b79,Quiche
/m/0mjqn,019ce74c79ce2b79,Pie
/m/01tqs1,019df45eb19644e1,Biscuit
/m/0l6sg,019f0a6a2db3b392,Breakfast cereal
/m/02xwb,01a0de92428e1961,Fruit
/m/02xwb,01a5f4c8693e3b8e,Fruit
/m/02xwb,01ac2a42f2a22ee7,Fruit
/m/01yyk,01acd4ecdda884e4,Cereal
/m/027x8l3,01ad13e5e7fd8311,Breakfast sandwich
/m/027x8l3,01b375a13a69dc80,Breakfast sandwich
/m/017z0v,01b4dc84e78a2de3,Toast
/m/027x8l3,01b4dc84e78a2de3,Breakfast sandwich
/m/0b0y41,01b4dc84e78a2de3,Poached egg
/m/0cl1s,01b6ecad1ce10325,Bread pudding
/m/01pmj8,01b9f18978032d6b,Scone
/m/02w4tl,01b9f18978032d6b,English muffin
/m/02xwb,01bbba51f999febf,Fruit
/m/027x8l3,01bc8823f8799e89,Breakfast sandwich
/m/01xg0j,01c091b4c7214ec0,Breakfast sausage
/m/0kdzn,01c091b4c7214ec0,Sausage
/m/02xwb,01c0da0ae5d00af4,Fruit
/m/02w4tl,01c102398f293c95,English muffin
/m/01tcjp,01c181eed894bd11,Muffin
/m/01f79n,01c3f17c76b82b32,Quiche
/m/07tyc5,01c3f17c76b82b32,Frittata
/m/01yyk,01c667eb05bb8d62,Cereal
/m/02xwb,01c676ce2be070fa,Fruit
/m/017z0v,01c8a79af7351fdc,Toast
/m/0b0y41,01c8a79af7351fdc,Poached egg
/m/027x8l3,01c942eb06d31e23,Breakfast sandwich
/m/02xwb,01cc8b3c385748fb,Fruit
/m/02xwb,01cdc0bbb274b8ab,Fruit
/m/017z0v,01ce2d96bdf2f292,Toast
/m/0kdzn,01ce3aa42f599006,Sausage
/m/017z0v,01d19287993bb4ec,Toast
/m/02xwb,01d40770adc8c662,Fruit
/m/02xwb,01d4081238fc6b34,Fruit
/m/02xwb,01d646231e5e39b8,Fruit
/m/02xwb,01d9d850cca1bdc9,Fruit
/m/01tqs1,01da2ce5d0669352,Biscuit
/m/02xwb,01da37b81a274e87,Fruit
/m/01f79n,01dc2875b3f9bcff,Quiche
/m/05m8_w,01dc2875b3f9bcff,Strudel
/m/06y1hm,01dc2875b3f9bcff,Turnover
/m/07tyc5,01dc2875b3f9bcff,Frittata
/m/0mjqn,01dc2875b3f9bcff,Pie
/m/017z0v,01dd9b75ea6e9ad4,Toast
/m/01xg0j,01dd9b75ea6e9ad4,Breakfast sausage
/m/01tqs1,01ddd201b3604795,Biscuit
/m/02xwb,01e10797e7991f49,Fruit
/m/02xwb,01e56c5e5964e3b0,Fruit
/m/02xwb,01e6f55bc3f568b3,Fruit
/m/01tqs1,01ea467ef05001bb,Biscuit
/m/02xwb,01eb50585f9fed76,Fruit
/m/02xwb,01ebcc0095554a9e,Fruit
/m/01x5j8,01ecc03a12e21e39,Crêpe
/m/02xwb,01ecc03a12e21e39,Fruit
/m/0kdzn,01eed484682b1128,Sausage
/m/02xwb,01efd8828f81fbf2,Fruit
/m/0cl1s,01f57ca4b348edb0,Bread pudding
/m/01pmj8,01f8865ab2a6a4ca,Scone
/m/05m8_w,01f8865ab2a6a4ca,Strudel
/m/06y1hm,01f8865ab2a6a4ca,Turnover
/m/09gnq8,01fb7105175b40b1,Home fries
/m/0b0y41,01fb7105175b40b1,Poached egg
/m/02xwb,01fd5b3d3d4da626,Fruit
/m/01x5j8,02015c5a0ab54005,Crêpe
/m/01yyk,020502f7712e936d,Cereal
/m/02xwb,0205b0747c8ee9bb,Fruit
/m/02xwb,02088116a5cd39a5,Fruit
/m/01tcjp,0209fd03d2d111ff,Muffin
/m/04shrv,020ae7299494d01c,Hash browns
/m/0kdzn,020b71a824c64a8c,Sausage
/m/09gnq8,020cc9076efd2c4d,Home fries
/m/02xwb,020fe5c2b4cf8e63,Fruit
/m/02xwb,02112bd1f25ab5ef,Fruit
/m/01f79n,0211cc235808f9a8,Quiche
/m/01yyk,0212d73e7897b39e,Cereal
/m/01dwwc,0215265110991da0,Pancake
/m/02xwb,0217479dce33e06c,Fruit
/m/02xwb,0217640d60c628f7,Fruit
/m/04rx8j,0217640d60c628f7,Fruit salad
/m/02xwb,021770ca53b7b08e,Fruit
/m/01yyk,0218f8f8850fffe2,Cereal
/m/017z0v,021948ab5a53fc9c,Toast
/m/0jy4k,021952959a0c45e4,Doughnut
/m/027x8l3,021bbede4fe66f10,Breakfast sandwich
/m/09gnq8,021bbede4fe66f10,Home fries
/m/02xwb,021d8c94fb2d2afe,Fruit
/m/02xwb,021ec2472d4a69f6,Fruit
/m/01tcjp,021ee5fc71207231,Muffin
/m/01f79n,02218cb5ec6b34c5,Quiche
/m/02xwb,0222163466fefaf8,Fruit
/m/02xwb,02228f3e25f4ee85,Fruit
/m/0b0y41,0226ca5418460076,Poached egg
/m/0l6sg,0229dcc9ec3c4359,Breakfast cereal
/m/027x8l3,022bf1c41f8b2e94,Breakfast sandwich
/m/01tqs1,022c59e3517cfc1c,Biscuit
/m/0mjqn,022e305516bba12c,Pie
/m/02xwb,022ee3cf7eadd2c6,Fruit
/m/0cl1s,022f8a12c95f2fca,Bread pudding
/m/01tcjp,0232a3a9f223ccf1,Muffin
/m/09gnq8,0233e96f99c3960f,Home fries
/m/02xwb,0235ea47ae3c2a4f,Fruit
/m/01tqs1,0238ffa77a044bd1,Biscuit
/m/0b0y41,023b0bbb49dad2bc,Poached egg
/m/016bn0,023b378197af5a32,Omelette
/m/017z0v,023bbdbe349e3baf,Toast
/m/01tqs1,023dee03ade1147a,Biscuit
/m/02xwb,0245b5c20ed9c355,Fruit
/m/027x8l3,02466836950bc67b,Breakfast sandwich
/m/014l8n,024af9fe08fb9997,Yogurt
/m/02xwb,024bd98f8eea6c75,Fruit
/m/0mjqn,024e39f62583ad8c,Pie
/m/04rx8j,024f924da9aace41,Fruit salad
/m/01xg0j,02518aec849f8893,Breakfast sausage
/m/027x8l3,02518aec849f8893,Breakfast sandwich
/m/0b0y41,0251b3d6a77fb020,Poached egg
/m/027x8l3,0253971508fc9b6c,Breakfast sandwich
/m/03q2b,0253971508fc9b6c,Ham
/m/01pmj8,02568ceadeb2cff2,Scone
/m/0mjqn,02592730028a26cb,Pie
/m/017z0v,025c839d25a07ba7,Toast
/m/01tcjp,025e9894de0757bf,Muffin
/m/0h0xm,0262360207427690,Bacon
/m/02xwb,0262b739ae2e9950,Fruit
/m/01tcjp,0267933db642728a,Muffin
/m/02xwb,0269c9ce1f344ea6,Fruit
/m/01tcjp,026a3ee1bf4abb76,Muffin
/m/01yyk,026c026322a2646e,Cereal
/m/0l6sg,026c026322a2646e,Breakfast cereal
/m/027x8l3,026e1a37fd267aa2,Breakfast sandwich
/m/016bn0,02700c08c317c949,Omelette
/m/01xg0j,02700c08c317c949,Breakfast sausage
/m/0kdzn,02700c08c317c949,Sausage
/m/0jy4k,0275c326c788acd8,Doughnut
/m/02xwb,027674fa4532f36a,Fruit
/m/01yyk,027aa4924c06cbbc,Cereal
/m/03q2b,027c731714b1072a,Ham
/m/01dwsz,027d268ab377ccbc,Waffle
/m/027x8l3,027f0a075248d655,Breakfast sandwich
/m/01f79n,027f20bfb9fa3650,Quiche
/m/0mjqn,027f20bfb9fa3650,Pie
/m/027x8l3,02819a04150f5207,Breakfast sandwich
/m/02xwb,0281de6f7afb5432,Fruit
/m/04shrv,0287881f71d383b9,Hash browns
/m/09gnq8,0287881f71d383b9,Home fries
/m/015wgc,0289d6d41d805a35,Croissant
/m/027x8l3,0289d6d41d805a35,Breakfast sandwich
/m/02xwb,028c19cd59f0cf1c,Fruit
/m/01f79n,028e99aba0a63e68,Quiche
/m/07tyc5,028e99aba0a63e68,Frittata
/m/02xwb,028ee4d4f435c506,Fruit
/m/01yyk,028f1d4ebd049afd,Cereal
/m/027x8l3,028f9e204c7f0335,Breakfast sandwich
/m/01yyk,02900f7e57ddcc60,Cereal
/m/0l6sg,02900f7e57ddcc60,Breakfast cereal
/m/0mjqn,02915600d38dd90a,Pie
/m/01tqs1,02930045680771a3,Biscuit
/m/01tcjp,02955f6b9c2d65d7,Muffin
/m/017z01,029b359260e70d88,French toast
/m/017z0v,029b359260e70d88,Toast
/m/01yyk,029d4de63b3fd120,Cereal
/m/01yyk,029d880d6570af38,Cereal
/m/01tcjp,029e9064fcaf841c,Muffin
/m/014l8n,029fcf32abaff860,Yogurt
/m/0cl1s,02a0b2c182bcb085,Bread pudding
/m/02xwb,02a0c12874938c78,Fruit
/m/02xwb,02a0fdfff6375b38,Fruit
/m/02xwb,02a1505927640ef6,Fruit
/m/04rx8j,02a1505927640ef6,Fruit salad
/m/01tqs1,02a23439c70edda1,Biscuit
/m/017z0v,02a46a5271b03a39,Toast
/m/027x8l3,02a59c80ba97be49,Breakfast sandwich
/m/0cl1s,02a642cc3f863331,Bread pudding
/m/01tcjp,02a79f0b26cf2860,Muffin
/m/0kdzn,02a89cee83e56ca2,Sausage
/m/03q2b,02aa3bc5bdd4d0e5,Ham
/m/02xwb,02ac2082f49ee053,Fruit
/m/01pmj8,02ac313a81db3346,Scone
/m/01tcjp,02ac313a81db3346,Muffin
/m/01tcjp,02ae9a36a6e55c98,Muffin
/m/01tcjp,02ae9c99d1af86e5,Muffin
/m/01tcjp,02b2966cde0efe8e,Muffin
/m/0b0y41,02b5558ae26bfe50,Poached egg
/m/01yyk,02b6be56941414fd,Cereal
/m/02xwb,02bcde29e2afc90a,Fruit
/m/0h0xm,02bd03dadaae1d4e,Bacon
/m/015wgc,02bec769127e33fc,Croissant
/m/02xwb,02bf7d9ba5761366,Fruit
/m/027x8l3,02c32c126d2f7466,Breakfast sandwich
/m/01tcjp,02c4aa2042cd42bc,Muffin
/m/01f79n,02c979b2a0b773df,Quiche
/m/0kdzn,02ca4ea4e3ed5904,Sausage
/m/02xwb,02ce85bb7daf3e0c,Fruit
/m/01yyk,02ce9aa8bb6ebc3c,Cereal
/m/03q2b,02d0e9d57612383c,Ham
/m/02xwb,02d4db21024cbe70,Fruit
/m/01yyk,02d7e999213e3365,Cereal
/m/02xwb,02d97c9c74818c14,Fruit
/m/01tqs1,02dd3b261cd6e433,Biscuit
/m/09gnq8,02df2cf46149750d,Home fries
/m/02xwb,02e1700c4e0142a1,Fruit
/m/0cl1s,02e17acd14d050be,Bread pudding
/m/0jy4k,02e2366741a63a6b,Doughnut
/m/01tqs1,02e52e297e3642aa,Biscuit
/m/02xwb,02e5326e16421ba4,Fruit
/m/02xwb,02e56b634158550a,Fruit
/m/04rx8j,02e56b634158550a,Fruit salad
/m/09gnq8,02e8aa106b9d778a,Home fries
/m/01tcjp,02eb55c3d34fe20b,Muffin
/m/01pmj8,02ebb6048ce24348,Scone
/m/01tqs1,02ef6a7152cde1b1,Biscuit
/m/0jy4k,02f89247f8010acc,Doughnut
/m/01yyk,02fc0248bcb30807,Cereal
/m/02xwb,0301fb33f31f2e91,Fruit
/m/03q2b,0302e0f76d532e84,Ham
/m/04rx8j,03058425adfdbc23,Fruit salad
/m/01pmj8,0308022b82181f84,Scone
/m/02xwb,0308ab6dd6846793,Fruit
/m/027x8l3,030b0f6ecf28c911,Breakfast sandwich
/m/02xwb,030debfd356cd26e,Fruit
/m/02xwb,030e77c0a5255b8e,Fruit
/m/01tcjp,030e9c727a4c383f,Muffin
/m/01xg0j,03108aa39853c161,Breakfast sausage
/m/0kdzn,03108aa39853c161,Sausage
/m/02xwb,0316ddec5d884517,Fruit
/m/017z0v,0318cdd1d62e4dd7,Toast
/m/02xwb,0319b7bfd8bc61ca,Fruit
/m/0mjqn,031d7a7fc98ed23a,Pie
/m/0mjqn,03213918bfd9f334,Pie
/m/01yyk,032211c200de357b,Cereal
/m/02xwb,0324a3465f3f72aa,Fruit
/m/02xwb,0329a8147b265beb,Fruit
/m/02xwb,032c2fc9d764a411,Fruit
/m/01pmj8,032fff80bac02a63,Scone
/m/01tqs1,032fff80bac02a63,Biscuit
/m/0824hp,03321dd907b8a01e,Sausage gravy
/m/01yyk,0333b410b6a5ef7c,Cereal
