Class_id,Image id,class_description
/m/02g3bz,0017e8c54a3c59f7,Quesadilla
/m/02xwb,0017fb9fb1d3e7be,Fruit
/m/0kdzn,00188c9cb636b3c7,Sausage
/m/02xwb,0018c49a9ed3c640,Fruit
/m/04rx8j,0018c49a9ed3c640,Fruit salad
/m/05m8_w,0018c49a9ed3c640,Strudel
/m/01tqs1,0018eb7acfdfa753,Biscuit
/m/0kdzn,0018eb7acfdfa753,Sausage
/m/0l6sg,001921cb39ea52f4,Breakfast cereal
/m/017z0v,0019923da6b1bb81,Toast
/m/02xwb,00199752ae0d43fb,Fruit
/m/01yyk,0019bdac2c001dbc,Cereal
/m/02xwb,0019d258aa5760b4,Fruit
/m/09gnq8,0019d258aa5760b4,Home fries
/m/02xwb,001a4b1599668128,Fruit
/m/02gy8y,001a4dd5e72b4c68,Energy bar
/m/0400bw,001a4dd5e72b4c68,Cinnamon roll
/m/0jy4k,001a618b9c7e1e21,Doughnut
/m/01xg0j,001a81b867d57aba,Breakfast sausage
/m/01f79n,001a8275e2f0a3c8,Quiche
/m/01x5j8,001a8275e2f0a3c8,Crêpe
/m/0mjqn,001a8275e2f0a3c8,Pie
/m/01yyk,001ab84d87cc2400,Cereal
/m/017z0v,001ac70b6184abed,Toast
/m/027x8l3,001ac70b6184abed,Breakfast sandwich
/m/03q2b,001ac70b6184abed,Ham
/m/04shrv,001ac70b6184abed,Hash browns
/m/07tyc5,001ac70b6184abed,Frittata
/m/09gnq8,001ac70b6184abed,Home fries
/m/0bbd9t,001ac70b6184abed,Egg sandwich
/m/0kdzn,001ac70b6184abed,Sausage
/m/0jy4k,001af0f70d8baa79,Doughnut
/m/01yyk,001afe5751dc9055,Cereal
/m/02xwb,001b19ee0a53803a,Fruit
/m/016bn0,001bab35db5d2e38,Omelette
/m/017z0v,001bab35db5d2e38,Toast
/m/01xg0j,001bab35db5d2e38,Breakfast sausage
/m/04shrv,001bab35db5d2e38,Hash browns
/m/09gnq8,001bab35db5d2e38,Home fries
/m/0b0y41,001bab35db5d2e38,Poached egg
/m/027x8l3,001bb3020830f63b,Breakfast sandwich
/m/0kdzn,001be2342180e406,Sausage
/m/01yyk,001be72c52cc5d46,Cereal
/m/01yyk,001c8eb71722f322,Cereal
/m/01dwwc,001cf31fd22c6ef9,Pancake
/m/01xg0j,001cf31fd22c6ef9,Breakfast sausage
/m/04shrv,001cf31fd22c6ef9,Hash browns
/m/07tyc5,001cf31fd22c6ef9,Frittata
/m/09gnq8,001cf31fd22c6ef9,Home fries
/m/0b0y41,001cf31fd22c6ef9,Poached egg
/m/0mjqn,001cf31fd22c6ef9,Pie
/m/02xwb,001dd6f5cbb0fc61,Fruit
/m/02xwb,001e2b6845a27739,Fruit
/m/04rx8j,001e2b6845a27739,Fruit salad
/m/0kdzn,001e39ef5ce27e0a,Sausage
/m/0jy4k,001e4e3e4735ab03,Doughnut
/m/014l8n,001e5e7a81e5d7e3,Yogurt
/m/02xwb,001e75688acb9c05,Fruit
/m/01tcjp,001e95d5f80d60fe,Muffin
/m/01tqs1,001e95d5f80d60fe,Biscuit
/m/027x8l3,001e95d5f80d60fe,Breakfast sandwich
/m/02w4tl,001e95d5f80d60fe,English muffin
/m/0jy4k,001e95d5f80d60fe,Doughnut
/m/0mjqn,001e95d5f80d60fe,Pie
/m/015wgc,001f47da19e35f77,Croissant
/m/018vnz,001f47da19e35f77,Corn flakes
/m/01bf_1,001f47da19e35f77,Oatmeal
/m/01pmj8,001f47da19e35f77,Scone
/m/01tqs1,001f47da19e35f77,Biscuit
/m/01yyk,001f47da19e35f77,Cereal
/m/02z9dy,001f47da19e35f77,Granola
/m/0400bw,001f47da19e35f77,Cinnamon roll
/m/0l6sg,001f47da19e35f77,Breakfast cereal
/m/0mjqn,001f47da19e35f77,Pie
/m/01dwsz,001f7777f3774a89,Waffle
/m/02xwb,001f7f584ad258a7,Fruit
/m/02xwb,001f87dabc46da27,Fruit
/m/016bn0,001f886b6eea621f,Omelette
/m/07tyc5,001f886b6eea621f,Frittata
/m/01yyk,001fb4708b5f77ca,Cereal
/m/0kdzn,001fd2dba1470802,Sausage
/m/015wgc,00201feb4788961e,Croissant
/m/01tqs1,00201feb4788961e,Biscuit
/m/0jy4k,00201feb4788961e,Doughnut
/m/03q2b,0020a82e7fd3adb7,Ham
/m/0kdzn,0020a82e7fd3adb7,Sausage
/m/027x8l3,0020f89e4cb5041d,Breakfast sandwich
/m/02gy8y,0021194916b676e6,Energy bar
/m/02xwb,0021194916b676e6,Fruit
/m/0kdzn,002177f1325f96c3,Sausage
/m/02xwb,0021d65b07272b1f,Fruit
/m/018vnz,00222a71f3ae10ef,Corn flakes
/m/01yyk,00222a71f3ae10ef,Cereal
/m/020hqc,00222a71f3ae10ef,Muesli
/m/02gy8y,00222a71f3ae10ef,Energy bar
/m/02z9dy,00222a71f3ae10ef,Granola
/m/0l6sg,00222a71f3ae10ef,Breakfast cereal
/m/01tqs1,00223c46d6736e7c,Biscuit
/m/0kdzn,00223c46d6736e7c,Sausage
/m/01yyk,0022b0f44eef6e2a,Cereal
/m/02xwb,0022b0f44eef6e2a,Fruit
/m/02xwb,0022d08b808c7af6,Fruit
/m/0kdzn,0022d08b808c7af6,Sausage
/m/03q2b,002310d64cd0b2b9,Ham
/m/01f79n,00232f3a2dd1a423,Quiche
/m/07tyc5,00232f3a2dd1a423,Frittata
/m/0cl1s,00232f3a2dd1a423,Bread pudding
/m/0kdzn,00232f3a2dd1a423,Sausage
/m/01yyk,00239d4bad352d88,Cereal
/m/02xwb,00239d4bad352d88,Fruit
/m/0l6sg,00239d4bad352d88,Breakfast cereal
/m/01dwwc,0023a7e876e7cb6b,Pancake
/m/016bn0,0023ddbdb5583c41,Omelette
/m/07tyc5,0023ddbdb5583c41,Frittata
/m/01bf_1,0023f7570ec44c97,Oatmeal
/m/01yyk,0023f7570ec44c97,Cereal
/m/02xwb,0024034f4d61b7d6,Fruit
/m/0b0y41,00241cefb52aff24,Poached egg
/m/01yyk,0024341ea77da5f1,Cereal
/m/02xwb,002440abc829b35b,Fruit
/m/03q2b,002469afe027814c,Ham
/m/02xwb,0024ae6845dde8f4,Fruit
/m/02xwb,0024b8a8088a2753,Fruit
/m/02xwb,002533893c06cbe7,Fruit
/m/0kdzn,0025e6505b0d07a5,Sausage
/m/02xwb,0026116dbede0a32,Fruit
/m/01pmj8,00266c82281e05ae,Scone
/m/027x8l3,00266c82281e05ae,Breakfast sandwich
/m/02w4tl,00266c82281e05ae,English muffin
/m/02xwb,0026bf4f813772b9,Fruit
/m/01dwsz,0026bf8038744abd,Waffle
/m/027x8l3,0026c070b0edd913,Breakfast sandwich
/m/02xwb,0026df6bcaf93ac5,Fruit
/m/02w4tl,0027727eaeed9a2a,English muffin
/m/02xwb,0027c06e0e4590b8,Fruit
/m/02xwb,002804ccd4d11c76,Fruit
/m/01yyk,0028a9886b8835bc,Cereal
/m/02xwb,0028adf0e92c3da2,Fruit
/m/01pmj8,0029276266f6ec39,Scone
/m/01tcjp,0029276266f6ec39,Muffin
/m/01tqs1,0029276266f6ec39,Biscuit
/m/02w4tl,0029276266f6ec39,English muffin
/m/014l8n,00295fc57d175ba9,Yogurt
/m/01bf_1,00295fc57d175ba9,Oatmeal
/m/0824hp,00295fc57d175ba9,Sausage gravy
/m/0cl1s,00295fc57d175ba9,Bread pudding
/m/02xwb,0029bb767cf1f6a7,Fruit
/m/01yyk,002a0f188b43f171,Cereal
/m/01bf_1,002a2328c9431937,Oatmeal
/m/016bn0,002a8a5e09350b8e,Omelette
/m/017z01,002a8a5e09350b8e,French toast
/m/017z0v,002a8a5e09350b8e,Toast
/m/01dwwc,002a8a5e09350b8e,Pancake
/m/01x5j8,002a8a5e09350b8e,Crêpe
/m/01xg0j,002a8a5e09350b8e,Breakfast sausage
/m/04shrv,002a8a5e09350b8e,Hash browns
/m/09gnq8,002a8a5e09350b8e,Home fries
/m/01dwwc,002abae39de7f4b0,Pancake
/m/0jy4k,002abae39de7f4b0,Doughnut
/m/018vnz,002ac8e7105312a4,Corn flakes
/m/01yyk,002ac8e7105312a4,Cereal
/m/0l6sg,002ac8e7105312a4,Breakfast cereal
/m/02xwb,002ad7fc49f1889d,Fruit
/m/04shrv,002ad7fc49f1889d,Hash browns
/m/0824hp,002ad7fc49f1889d,Sausage gravy
/m/09gnq8,002ad7fc49f1889d,Home fries
/m/0b0y41,002ad7fc49f1889d,Poached egg
/m/09gnq8,002af4c49d5d9fc1,Home fries
/m/02xwb,002af5b54f1e128b,Fruit
/m/02xwb,002aff941f27d8a5,Fruit
/m/0mjqn,002c218bdd982429,Pie
/m/0b0y41,002cb1807c634e46,Poached egg
/m/02xwb,002cd3e6531dce0b,Fruit
/m/01xg0j,002d9c65bcc3378e,Breakfast sausage
/m/016bn0,002fec69c5182e22,Omelette
/m/017z0v,003091b3bafea55e,Toast
/m/0mjqn,003091b3bafea55e,Pie
/m/01pmj8,00309c68c68f5e74,Scone
/m/01tqs1,00309c68c68f5e74,Biscuit
/m/027x8l3,00309c68c68f5e74,Breakfast sandwich
/m/05m8_w,00309c68c68f5e74,Strudel
/m/0mjqn,00309c68c68f5e74,Pie
/m/015wgc,0030fb2551ca50fc,Croissant
/m/01tqs1,0030fb2551ca50fc,Biscuit
/m/02xwb,00310b7a00f44121,Fruit
/m/02xwb,0031165c5a6959c6,Fruit
/m/02xwb,00314e15cb858330,Fruit
/m/017z0v,0031547033e2af7a,Toast
/m/05m8_w,0031547033e2af7a,Strudel
/m/02xwb,00316e8bc3ecc649,Fruit
/m/01xg0j,0031bb066aff03a1,Breakfast sausage
/m/09gnq8,0031bb066aff03a1,Home fries
/m/0kdzn,0031bb066aff03a1,Sausage
/m/02xwb,00324600bac57e93,Fruit
/m/01yyk,00326537f57449d0,Cereal
/m/01tcjp,00327569dbc291f4,Muffin
/m/01yyk,003278f4d3a3b606,Cereal
/m/02xwb,003278f4d3a3b606,Fruit
/m/01yyk,003435542bcde851,Cereal
/m/02xwb,0034a896f5788b38,Fruit
/m/02xwb,0034b9e05a656c08,Fruit
/m/017z0v,0035baa36907e626,Toast
/m/0kdzn,0035baa36907e626,Sausage
/m/014l8n,0035d941e53f36d8,Yogurt
/m/01xg0j,0035d941e53f36d8,Breakfast sausage
/m/02z9dy,0035d941e53f36d8,Granola
/m/04shrv,0035d941e53f36d8,Hash browns
/m/0b0y41,0035d941e53f36d8,Poached egg
/m/0kdzn,0035e0f6a0c29bee,Sausage
/m/01yyk,0035f36fa9e1ecc9,Cereal
/m/02xwb,00366c26586e44d9,Fruit
/m/014l8n,0036890fc8efecad,Yogurt
/m/03bmz,0036890fc8efecad,Grits
/m/0b0y41,0036890fc8efecad,Poached egg
/m/07tyc5,0036c7304d9e5c5a,Frittata
/m/02xwb,00378f292c6e93a0,Fruit
/m/018vnz,00379a50c35b6527,Corn flakes
/m/020hqc,00379a50c35b6527,Muesli
/m/02z9dy,00379a50c35b6527,Granola
/m/04shrv,00379a50c35b6527,Hash browns
/m/0l6sg,00379a50c35b6527,Breakfast cereal
/m/04shrv,00382309c3c3d83d,Hash browns
/m/07tyc5,00382309c3c3d83d,Frittata
/m/02xwb,003841e683057800,Fruit
/m/014l8n,00384a0a1ee105bf,Yogurt
/m/01tcjp,00384a0a1ee105bf,Muffin
/m/01tqs1,00384a0a1ee105bf,Biscuit
/m/01x5j8,00384a0a1ee105bf,Crêpe
/m/01yyk,00389bbc9bd7c453,Cereal
/m/09gnq8,0038a5ed2982f625,Home fries
/m/01yyk,0038ee81d2feea81,Cereal
/m/017z01,0038f05f3d4d9d31,French toast
/m/017z0v,0038f05f3d4d9d31,Toast
/m/03byy2b,0038f05f3d4d9d31,Monkey bread
/m/0400bw,0038f05f3d4d9d31,Cinnamon roll
/m/05m8_w,0038f05f3d4d9d31,Strudel
/m/07ql1_,0038f05f3d4d9d31,Sticky bun
/m/0cl1s,0038f05f3d4d9d31,Bread pudding
/m/0h0xm,0038f05f3d4d9d31,Bacon
/m/017z01,00396d187e073216,French toast
/m/017z0v,00396d187e073216,Toast
/m/07ql1_,00396d187e073216,Sticky bun
/m/0cl1s,00396d187e073216,Bread pudding
/m/0jy4k,00396d187e073216,Doughnut
/m/0mjqn,00396d187e073216,Pie
/m/02xwb,00398c1f88ad60c6,Fruit
/m/02xwb,003a151caac3ae68,Fruit
/m/02g3bz,003adc54546f7111,Quesadilla
/m/01yyk,003ba9575468f8e1,Cereal
/m/0kdzn,003be557ebbb9e8c,Sausage
/m/02xwb,003d3be546fe8fc2,Fruit
/m/0jy4k,003d689c47e27006,Doughnut
/m/0l6sg,003d689c47e27006,Breakfast cereal
/m/01yyk,003dbab6c081d6a1,Cereal
/m/02xwb,003dc39c7babb4ab,Fruit
/m/0cl1s,003e6fd2238e91ab,Bread pudding
/m/03q2b,003e8d644324713b,Ham
/m/0b0y41,003e8d644324713b,Poached egg
/m/0h0xm,003e8d644324713b,Bacon
/m/018vnz,003e97e4edc7640f,Corn flakes
/m/01yyk,003e97e4edc7640f,Cereal
/m/0l6sg,003e97e4edc7640f,Breakfast cereal
/m/01tqs1,003ecf27fe8fef34,Biscuit
/m/01yyk,003ecf27fe8fef34,Cereal
/m/02gy8y,003ecf27fe8fef34,Energy bar
/m/0l6sg,003ecf27fe8fef34,Breakfast cereal
/m/02xwb,003fb5c61c4168ab,Fruit
/m/0l6sg,003fc78237fc8e79,Breakfast cereal
/m/016bn0,004004b8e1f81836,Omelette
/m/01xg0j,004004b8e1f81836,Breakfast sausage
/m/027x8l3,004004b8e1f81836,Breakfast sandwich
/m/02g3bz,004004b8e1f81836,Quesadilla
/m/04shrv,004004b8e1f81836,Hash browns
/m/07ql1_,004004b8e1f81836,Sticky bun
/m/07tyc5,004004b8e1f81836,Frittata
/m/0b0y41,004004b8e1f81836,Poached egg
/m/0h0xm,004004b8e1f81836,Bacon
/m/01tcjp,00401d95808c459a,Muffin
/m/01tqs1,00401d95808c459a,Biscuit
/m/02w4tl,00401d95808c459a,English muffin
/m/02xwb,00403ead86aa6796,Fruit
/m/0400bw,0040a4fe1c4c28ff,Cinnamon roll
/m/03bmz,00412d32df64bd82,Grits
/m/0824hp,00412d32df64bd82,Sausage gravy
/m/09cc0q,00412d32df64bd82,Biscuits and gravy
/m/014l8n,0041405b57430d73,Yogurt
/m/016bn0,0041602346f8a4fa,Omelette
/m/01dwwc,0041602346f8a4fa,Pancake
/m/03bmz,0041602346f8a4fa,Grits
/m/0824hp,0041602346f8a4fa,Sausage gravy
/m/09cc0q,0041602346f8a4fa,Biscuits and gravy
/m/02xwb,004232364c50cf4b,Fruit
/m/02xwb,004280445f42c610,Fruit
/m/01x5j8,0042b8f2d8641028,Crêpe
/m/018vnz,00430829a88ac9e4,Corn flakes
/m/01yyk,00430829a88ac9e4,Cereal
/m/020hqc,00430829a88ac9e4,Muesli
/m/02z9dy,00430829a88ac9e4,Granola
/m/0l6sg,00430829a88ac9e4,Breakfast cereal
/m/014l8n,0043a38336ed83d5,Yogurt
/m/015wgc,0044a9e8a0c93a27,Croissant
/m/01pmj8,0044a9e8a0c93a27,Scone
/m/01tqs1,0044a9e8a0c93a27,Biscuit
/m/0jy4k,0044a9e8a0c93a27,Doughnut
/m/01f79n,0044d20df995abde,Quiche
/m/02g3bz,0044d20df995abde,Quesadilla
/m/07tyc5,0044d20df995abde,Frittata
/m/0kdzn,0044d20df995abde,Sausage
/m/0mjqn,0044d20df995abde,Pie
/m/01f79n,0045e3828dd55793,Quiche
/m/01pmj8,0045e3828dd55793,Scone
/m/03bmz,0045e3828dd55793,Grits
/m/07tyc5,0045e3828dd55793,Frittata
/m/01yyk,0047c77764004881,Cereal
/m/0l6sg,0047c77764004881,Breakfast cereal
/m/01yyk,0047e7d9e7e7297c,Cereal
/m/01yyk,0047ed153351a082,Cereal
/m/03q2b,00481dbc39318fb7,Ham
/m/0h0xm,00481dbc39318fb7,Bacon
/m/0kdzn,00481dbc39318fb7,Sausage
/m/014l8n,0048bb846c5dceb3,Yogurt
/m/02xwb,0048bb846c5dceb3,Fruit
/m/04rx8j,0048bb846c5dceb3,Fruit salad
/m/02xwb,0048bc535d4b047c,Fruit
/m/03bmz,0048d05ace75ceec,Grits
/m/017z01,0049005b0f5eeb57,French toast
/m/017z0v,0049005b0f5eeb57,Toast
/m/027x8l3,0049005b0f5eeb57,Breakfast sandwich
/m/02xwb,0049005b0f5eeb57,Fruit
/m/01xg0j,004903710bc67e93,Breakfast sausage
/m/02xwb,0049fc635e3526eb,Fruit
/m/01yyk,004a48136cfa5538,Cereal
/m/01yyk,004a4d8e2f9ffe0a,Cereal
/m/016bn0,004aa6f31fc5bb31,Omelette
/m/04shrv,004aa6f31fc5bb31,Hash browns
/m/09gnq8,004aa6f31fc5bb31,Home fries
/m/02xwb,004b6edb4ef0a2e2,Fruit
/m/02xwb,004b9c906d7e63b1,Fruit
/m/02g3bz,004bbbd3c16b3770,Quesadilla
/m/04shrv,004bbbd3c16b3770,Hash browns
/m/0l6sg,004bbbd3c16b3770,Breakfast cereal
/m/07ql1_,004bc83419747e4d,Sticky bun
/m/0cl1s,004bc83419747e4d,Bread pudding
/m/01yyk,004c1403bda55323,Cereal
/m/01dwsz,004c28b5d8e5d329,Waffle
/m/01xg0j,004c28b5d8e5d329,Breakfast sausage
/m/09gnq8,004c28b5d8e5d329,Home fries
/m/0jy4k,004c28b5d8e5d329,Doughnut
/m/017z0v,004d1f4baae42c20,Toast
/m/01dwsz,004d1f4baae42c20,Waffle
/m/01tqs1,004d1f4baae42c20,Biscuit
/m/01yyk,004d1f4baae42c20,Cereal
/m/0l6sg,004d1f4baae42c20,Breakfast cereal
/m/02xwb,004db38fdb13f7af,Fruit
/m/02xwb,004e1842d9f28d37,Fruit
/m/01bf_1,004e8f8aa9860565,Oatmeal
/m/020hqc,004e8f8aa9860565,Muesli
/m/02xwb,004e8f8aa9860565,Fruit
/m/02z9dy,004e8f8aa9860565,Granola
/m/0l6sg,004e8f8aa9860565,Breakfast cereal
/m/01yyk,004f0c3eecd0daba,Cereal
/m/02xwb,004f44b6b4ebe814,Fruit
/m/015wgc,004f4be926915b25,Croissant
/m/01dwwc,004f5802fa13c453,Pancake
/m/02xwb,004f5802fa13c453,Fruit
/m/0jy4k,004f5802fa13c453,Doughnut
/m/02xwb,004f626914fdb36e,Fruit
/m/01yyk,004fe336e3c08c61,Cereal
/m/016bn0,0050985f3101705c,Omelette
/m/04shrv,0050985f3101705c,Hash browns
/m/03q2b,0050c892abc1d615,Ham
/m/016bn0,0051214e2d66ccf6,Omelette
/m/017z01,0051214e2d66ccf6,French toast
/m/017z0v,0051214e2d66ccf6,Toast
/m/01xg0j,0051214e2d66ccf6,Breakfast sausage
/m/027x8l3,0051214e2d66ccf6,Breakfast sandwich
/m/09gnq8,0051214e2d66ccf6,Home fries
/m/0b0y41,0051214e2d66ccf6,Poached egg
/m/0bbd9t,0051214e2d66ccf6,Egg sandwich
/m/0h0xm,0051214e2d66ccf6,Bacon
/m/01f79n,0051d14ab717cbe0,Quiche
/m/07tyc5,0051d14ab717cbe0,Frittata
/m/0cl1s,0051d14ab717cbe0,Bread pudding
/m/0mjqn,0051d14ab717cbe0,Pie
/m/01tqs1,005319fa2149fc13,Biscuit
/m/01yyk,0053c93946c11b35,Cereal
/m/03q2b,0053eaad1ba9940d,Ham
/m/0h0xm,0053eaad1ba9940d,Bacon
/m/02z9dy,0053ff343eb9e555,Granola
/m/03q2b,005477e42483ff85,Ham
/m/01dwwc,00548250a81be4fe,Pancake
/m/02w4tl,00548250a81be4fe,English muffin
/m/02xwb,00548250a81be4fe,Fruit
/m/014l8n,0054b0e43d405877,Yogurt
/m/0h0xm,0054cb0ebebf0f2c,Bacon
/m/01yyk,00555ca432a36c24,Cereal
/m/01tqs1,005576b3586d97f7,Biscuit
/m/02gy8y,005576b3586d97f7,Energy bar
/m/02z9dy,005576b3586d97f7,Granola
/m/0mjqn,005590e4412b0d1f,Pie
/m/02xwb,0055d79c86ac9eb0,Fruit
/m/0jy4k,0055f839e952933e,Doughnut
/m/017z0v,00568054ca193bb4,Toast
/m/04shrv,00568054ca193bb4,Hash browns
/m/0b0y41,00568054ca193bb4,Poached egg
/m/01dwwc,00568c421d1592fa,Pancake
/m/01x5j8,00568c421d1592fa,Crêpe
/m/02xwb,00568c421d1592fa,Fruit
/m/02z9dy,00568c421d1592fa,Granola
/m/04rx8j,00568c421d1592fa,Fruit salad
